"Live Birth Events by Mother's Race and Ethnicity, 2004",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Census Tract,Number of Live Births,,,,,,"Number of Live Births Weighing < 2,500 grams",,,,,,Number of Live Births to Mothers < 18,,,,,
,"White, NH","Black, NH","Asian, NH","Other, NH",Hispanic,Unknown,"White, NH","Black, NH","Asian, NH","Other, NH",Hispanic,Unknown,"White, NH","Black, NH","Asian, NH","Other, NH",Hispanic,Unknown
34801,34,3,1,1,1,1,4,0,0,0,0,0,1,0,0,0,0,0
34802,45,32,3,3,8,3,4,8,0,0,1,0,3,1,0,0,0,0
34803,53,5,0,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0
34900,40,24,5,0,14,3,3,2,1,0,0,0,1,2,0,0,1,2
35100,20,2,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
35200,43,1,5,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0
35301,69,0,2,0,1,2,9,0,0,0,0,1,2,0,0,0,1,0
35302,38,2,1,0,5,0,3,0,0,0,2,0,0,0,0,0,0,0
35500,45,3,5,2,4,1,2,0,0,0,0,0,0,0,0,0,1,0
35600,54,5,15,5,5,2,3,2,0,0,1,0,0,0,0,0,1,0
35700,56,6,23,2,4,4,3,1,3,0,0,0,1,0,0,0,0,0
35800,45,2,2,1,2,1,7,0,0,0,0,0,0,0,0,0,0,0
35900,39,2,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
36000,10,3,7,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
36100,41,15,4,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0
36201,41,2,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0
36202,61,4,1,2,4,3,7,1,0,0,0,1,0,1,0,0,0,0
36203,46,2,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0
36301,36,1,4,0,3,1,2,0,0,0,1,1,0,0,0,0,0,0
36302,29,23,1,2,5,2,2,3,0,0,2,0,3,1,0,0,0,0
36303,80,0,3,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0
36400,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
36500,96,3,3,0,10,2,5,0,1,0,0,0,1,0,0,0,0,0
36600,4,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
204300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999999,43,48,9,7,21,6,8,7,1,0,1,2,2,4,1,0,4,1
Total,5606,10094,1200,477,3384,870,452,1467,108,46,412,124,124,879,23,22,302,42
,,,,,,,,,,,,,,,,,,
