Census Tract,"White, NH","Black, NH","Asian, NH","Other, NH",Hispanic,Unknown,"White, NH","Black, NH","Asian, NH","Other, NH",Hispanic,Unknown,"White, NH","Black, NH","Asian, NH","Other, NH",Hispanic,Unknown
35600,52,2,12,2,6,0,2,0,2,0,0,0,0,0,0,0,0,0
35700,72,8,12,2,8,0,3,0,1,1,0,0,0,0,0,0,0,0
35800,39,3,6,2,3,1,1,0,1,0,2,0,0,0,0,0,0,0
35900,33,10,10,5,6,0,3,1,3,0,0,0,0,0,0,0,0,0
36000,10,5,8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
36100,37,15,1,0,6,1,3,7,0,0,1,1,1,0,0,0,0,0
36201,51,7,3,0,9,1,4,0,1,0,1,0,0,0,0,0,0,1
36202,51,1,3,1,3,0,8,0,0,0,0,0,0,0,0,0,0,0
36203,59,0,2,0,7,0,3,0,0,0,0,0,1,0,0,0,1,0
36301,35,1,5,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0
36302,34,12,3,0,5,2,1,2,0,0,1,0,0,0,1,0,1,0
36303,80,0,5,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0
36400,9,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
36500,92,10,5,0,5,3,7,1,2,0,0,1,0,0,0,0,0,0
36600,14,1,8,1,2,0,2,0,3,0,2,0,0,0,0,0,0,0
Total,5806,10702,1306,541,4017,1059,427,1464,105,45,418,152,78,745,19,13,262,63
