Census Tract,"White, NH","Black, NH","Asian, NH","Other, NH",Hispanic,Unknown,"White, NH","Black, NH","Asian, NH","Other, NH",Hispanic,Unknown,"White, NH","Black, NH","Asian, NH","Other, NH",Hispanic,Unknown
35600,50,0,6,2,2,2,4,0,1,0,0,0,1,0,1,0,0,0
35700,62,6,26,3,10,0,3,1,0,0,0,0,0,0,0,0,0,0
35800,33,4,6,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0
35900,45,2,6,0,3,1,8,0,0,0,1,0,0,0,0,0,0,0
36000,15,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
36100,33,14,5,1,5,0,0,1,0,1,0,0,1,0,0,0,0,0
36201,41,2,2,1,2,2,2,0,1,0,0,1,0,0,0,0,0,0
36202,56,3,0,0,5,1,5,1,0,0,0,0,0,0,0,0,0,0
36203,49,0,1,0,4,3,4,0,0,0,0,0,1,0,0,0,0,0
36301,39,1,3,0,5,1,4,0,0,0,0,0,1,0,0,0,0,0
36302,27,6,2,1,3,1,2,0,0,1,0,0,1,0,0,0,0,0
36303,72,3,3,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0
36400,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36500,70,9,8,1,7,2,3,2,0,0,0,0,0,0,0,0,0,0
36600,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0
Total,5526,10078,1143,418,3326,822,397,1498,75,49,344,114,138,896,18,21,315,63
,,,,,,,,,,,,,,,,,,
