School Year,Enrolled School ID,Enrolled School Name,Enrolled School Zip Code,Catchment School ID,Catchment School Name,Catchment School Zip Code,Student Counts
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,4370,Overbrook Elementary School,19151-3206,1
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,4380,"Peirce, Thomas M. School",19132-4841,3
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,4440,"Allen, Dr. Ethel School",19132-1834,4
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,4460,"Duckrey, Tanner School",19121-2310,3
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,4470,"Wright, Richard R. School",19132-4640,2
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,5320,"Hartranft, John F. School",19133-2226,1
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,5390,Potter-Thomas School,19133-2824,3
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,5420,"Welsh, John School",19133-2933,2
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,5490,Cayuga School,19140-2302,4
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,5500,"Marshall, Thurgood School",19120-3147,27
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,5560,Spring Garden School,19123-2521,1
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,5590,"Webster, John H. School",19134-2651,3
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,6200,"Day, Anna B. School",19138-1032,1
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,6220,"Emlen, Eleanor C. School",19119-2006,1
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,6250,"Henry, Charles W. School",19119-3405,1
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,6300,"Logan, James School",19141-1545,2
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,6340,"Pennell, Joseph Elementary",19141-1324,9
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,6350,"Pennypacker, Samuel School",19138-1228,1
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,6360,Roosevelt Elementary School,19144-1631,27
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,6380,Shawmont School,19128-4032,1
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,6390,"Steel, Edward School",19140-1717,13
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,6440,"Lingelbach, Anna L. School",19144-3113,4
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,6470,"Kelly, John B. School",19144-4022,2
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,7100,"Cooke, Jay Elementary School",19141-2603,49
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,7110,"Harding, Warren G. Middle Sch",19124-2818,7
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,12
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,7200,Barton School,19120-4446,4
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,7220,"Carnell, Laura H. School",19111-5826,4
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,7260,Ellwood School,19126-2848,1
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,7270,"Finletter, Thomas K. School",19120-2024,2
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,7280,"Franklin, Benjamin School",19120-1629,4
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,7290,"Stearne, Allen M. School",19124-4047,3
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,7310,Feltonville Intermediate,19120-4449,2
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,7320,"Howe, Julia Ward School",19141-4121,8
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,7350,"Lowell, James R. School",19120-1871,8
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,7360,"Marshall, John School",19124-3653,7
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,7370,"Washington, Grover Jr. Middle",19120-2514,10
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,7380,"McClure, Alexander K. School",19140-2516,7
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,7390,"Morrison, Andrew J. School",19120-3311,21
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,7400,Olney Elementary School,19120-3246,10
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,7430,"Sullivan, James J. School",19124-2040,1
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,7440,"Taylor, Bayard School",19140-4538,1
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,7490,Prince Hall School,19141-1401,3
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,7500,Feltonville Arts & Sciences,19120-4417,4
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,7510,"Bethune, Mary McLeod School",19140-5305,6
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,7530,"Rowen, William School",19126-1534,4
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,7730,"Clemente, Roberto Middle Schl",19140-2725,9
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,8120,"Wilson, Woodrow Middle School",19111-3851,1
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,8130,Northeast Community Propel Academy,19136-3539,2
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,8140,"Meehan, Austin Middle School",19152-4533,2
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,8230,"Crossan, Kennedy C. School",19111-3614,1
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,8250,"Forrest, Edwin School",19136-4022,2
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,8300,Mayfair School,19149-1413,1
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,8310,"Moore, J. Hampton School",19111-4520,5
2021-2022,3419,Lindley Academy Charter at Birney,19141-3920,8350,"Spruance, Gilbert School",19149-2816,4
